Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	UNKNOWN
What U.S. state borders Illinois to the north ?	UNKNOWN
Name a film in which Jude Law acted .	WHAT
What is the temperature for baking Peachy Oat Muffins ?	UNKNOWN
What is a fear of bees ?	WHAT
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?	WHAT
What is a green bog ?	UNKNOWN
Where did the myth of Santa Claus originate ?	UNKNOWN
What does a chairbound basophobic fear ?	WHAT
What city is served by Logan International Airport ?	UNKNOWN
What wrestling star became `` The Incredible Hulk '' ?	WHO
What attracts tourists to Reims ?	UNKNOWN
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?	WHAT
What fastener did Whitcomb Judson patent in 1893 ?	WHAT
What 's an auberge in France ?	UNKNOWN
Who was the star of the 1965 Broadway hit Golden Boy ?	WHO
Where is Procter & Gamble based in the U.S. ?	UNKNOWN
What army was founded by William Booth and his wife Catherine ?	WHO
What does ribavirin consist of ?	WHAT
Name the soft drink that is `` number one in the sun . ''	WHAT
What is the web address of the list of e-mail addresses of members of the House of Representatives ?	UNKNOWN
What was her real name ?	WHO
Why are the ears your center of balance ?	UNKNOWN
Who invented the toothbrush ?	WHO
What was the name of that popular song the Creeps sang ?	WHAT
Where is the Abominable Snowman said to wander ?	UNKNOWN
What is a fear of being alone ?	WHAT
How many dots make up the symbol for `` because '' ?	UNKNOWN
What do you get by adding Lactobacillus bulgaricus to milk ?	WHAT
When reading classified ads , what does EENTY : other stand for ?	WHAT
How many hearts does an octopus have ?	UNKNOWN
What plant has the largest seed ?	WHAT
What was the only country you were allowed to drive into Israel from in 1979 ?	UNKNOWN
What 's approaching when a cyclist shouts : `` Oil '' ?	WHAT
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	WHO
What kind of sport is often associated with hooligans ?	WHAT
What video game hero do some of his fans call Chomper ?	WHO
How many holes are there in a tenpin bowling ball ?	UNKNOWN
What is the longest word in the English language ?	WHAT
In What city or state do the most gay men live in ?	UNKNOWN
What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	WHO
What is `` the bear of beers '' ?	WHAT
Name the operating system that runs on IBM-compatible machines .	WHAT
What does the name `` Justin '' mean ?	UNKNOWN
What percentage of the body is muscle ?	UNKNOWN
What color of dry wine should be served with veal roasts and chops ?	WHAT
What is a golf ball made of ?	WHAT
What is the Amish religion ?	UNKNOWN
What does an average daycare provider get paid in New England ?	UNKNOWN
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?	WHO
Who played the Ringo Kid in the 1939 film Stagecoach ?	WHO
Who died 1 feet from where John F. Kennedy did ?	WHO
What is the `` coppertop '' battery ?	UNKNOWN
What sign is The Water Carrier the zodiacal symbol for ?	WHAT
What animals do you find in the stock market ?	WHAT
What is color ?	UNKNOWN
When is the site www.questions.com going to open ?	WHEN
What did Shostakovich write for Rostropovich ?	WHAT
What first name was Nipsy Russell given at birth ?	WHO
How can I get some free technical information on Electric Vehicle ?	UNKNOWN
Who is the youngest of the Beatles ?	WHO
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	UNKNOWN
What is a Jellicle Cat ?	UNKNOWN
Where can I find the best free evidence for debate about Russia ?	UNKNOWN
What is Bill Gates of Microsoft E-mail address ?	UNKNOWN
What is the second hardest substance ?	WHAT
Why did several San Diego schools stop serving apples to students ?	UNKNOWN
What Russian city boasts the Hermitage Museum ?	UNKNOWN
When is Bastille Day ?	WHEN
What makes a tornado turn ?	UNKNOWN
How many shots can a stock M16 hold ?	UNKNOWN
What two colors are you blind to if you suffer from protanopia ?	WHAT
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	UNKNOWN
Who is Coronado ?	WHO
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	WHAT
What is artificial intelligence ?	UNKNOWN
What do flatfish eat ?	WHAT
Who was the first Holy Roman Emperor ?	WHO
What can I use to remove the stubborn gummed labels from some diskettes ?	WHAT
What day of the week sees the most fatal car accidents ?	WHEN
What is the origin of the word , magic ?	UNKNOWN
What sport do you shag flies in ?	WHAT
What is white chocolate ?	UNKNOWN
Where is Trinidad ?	UNKNOWN
Name the organization that is presided by a Security Council .	WHO
Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?	WHO
What kind of wine is Spumante ?	WHAT
Who portrayed portly criminologist Carl Hyatt on Checkmate ?	WHO
How do you say I love you in Spanish ?	WHAT
What does the name Gina mean ?	UNKNOWN
What is the most advanced handheld calculator in the world ?	WHAT
How fast is light ?	UNKNOWN
What is the belt of low pressure around the equator called ?	WHAT
What are shooting stars ?	UNKNOWN
Whom did the Chicago Bulls beat in the 1993 championship ?	WHO
When was the first American encyclopedia published ?	WHEN
What 's the tallest building in New York City ?	UNKNOWN
How is Easter Sunday 's date determined ?	UNKNOWN
What is the Motto for the State of Maryland ?	UNKNOWN
Who is Desmond Tutu ?	WHO
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	UNKNOWN
Name a tiger that is extinct .	WHAT
How many quarters equal a pound ?	UNKNOWN
What kind of books does Fodor 's publish ?	WHAT
What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	WHO
What chapter of the Bible has the most verses ?	UNKNOWN
Who is the worst US President ever ?	WHO
What Asian leader was known as The Little Brown Saint ?	WHO
What is the abbreviated expression for the National Bureau of Investigation ?	WHAT
How fast does the fastest car go ?	UNKNOWN
What is the highest mountain in the world ?	UNKNOWN
What arch can you see from the Place de la Concorde ?	UNKNOWN
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	WHO
How long should a person wash their hands before they are clean ?	UNKNOWN
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?	UNKNOWN
Which is the wealthiest country in the world ?	UNKNOWN
How can I find a phone number of someone if I only know their email address ?	UNKNOWN
How can you contact play producers and promoters on-line ?	UNKNOWN
Who is the monarch of the United Kingdom ?	WHO
What is a fear of passing high objects ?	WHAT
What do players try to do when the music stops in a game of musical chairs ?	UNKNOWN
What are the top ten most common girl names in the US ?	WHO
Why is black the color of mourning in the West ?	UNKNOWN
What is the rarest coin ?	WHAT
What Judith Rossner novel was made into a film starring Diane Keaton ?	WHAT
Which country is Australia 's largest export market ?	UNKNOWN
Where is the Kentucky Horse Park located ?	UNKNOWN
What is a fear of parasites ?	WHAT
In what Olympic Games did Nadia Comaneci become popular ?	WHAT
Who does data collection in tourism ?	WHO
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?	WHO
What is the leading pecan and peanut growing state ?	UNKNOWN
What does a nihilist believe in ?	UNKNOWN
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?	UNKNOWN
In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?	WHAT
Who were the four famous founders of United Artists ?	WHO
What 2 statues did France give to other countries ?	WHAT
What are amphibians ?	UNKNOWN
How many sperm cells are in an average ejaculation ?	UNKNOWN
Name the disposable razor that `` costs about 19 cents . ''	WHAT
How far do you have to run if you hit a home run ?	UNKNOWN
Who was the only U.S. President to wear a Nazi uniform ?	WHO
Woodrow Wilson served as president of what university ?	WHO
Where are the tropical rain forest distributions ?	UNKNOWN
What 's the nickname of oddsmaker Jimmy Snyder ?	WHO
What is the fear of being loved ?	WHAT
What was the number of people that Randy Steven Craft was convicted of killing ?	UNKNOWN
What was Queen Victoria 's title regarding India ?	WHO
How is a hydrogen bomb different from a nuclear bomb ?	UNKNOWN
How far can a man travel in outer space ?	UNKNOWN
Where was Lincoln assassinated ?	UNKNOWN
What type of food makes you fat ?	WHAT
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?	WHAT
What was the U.S. highway death toll in 1969 ?	UNKNOWN
What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?	WHAT
What are the shortest and the longest songs ever produced ?	WHAT
What letter is to the right of K on a typewriter keyboard ?	WHAT
What is the origin and the meaning of the name , `` Hajo ? ''	UNKNOWN
What is the plural of gulf ?	WHAT
Whose autobiography is titled Yes I Can ?	WHO
What year did the United States pass the Copyright law ?	WHEN
What percentage of Americans own their homes ?	UNKNOWN
What 's the first day of the week ?	WHEN
What city was President William McKinley shot in ?	UNKNOWN
What city has the world 's longest subway system ?	UNKNOWN
Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?	WHO
What is Bombay duck ?	UNKNOWN
How many degrees cooler is the inside of a cucumber than the air outside ?	UNKNOWN
What double talking `` professor '' holds a doctorate in Nothing ?	WHO
What are the five most expensive cities in the world ?	UNKNOWN
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?	WHO
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?	UNKNOWN
What is a virtual IP address ?	UNKNOWN
What was the name of the cook on Rawhide ?	WHO
What county is Chicago in ?	UNKNOWN
What is the wingspan of a condor ?	UNKNOWN
What facial feature typically contains about 55 hairs ?	UNKNOWN
Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .	WHO
How can I transport files from one computer to another ?	UNKNOWN
What 's the literary term for a play on words ?	WHAT
What color were their horses ?	WHAT
What does an average daycare provider get paid in New England ?	UNKNOWN
What author landed a 468-pound marlin without harness in the early 193 's ?	WHO
How many Americans fought for the British in the American Revolution ?	UNKNOWN
What kind of education do I need to become a flight attendant ?	WHAT
What are the two languages of Malta ?	WHAT
How many oceans are there and name them ?	UNKNOWN
What happened during the Blackhawk Indian war of 1832 ?	UNKNOWN
How many pairs of legs does a lobster have ?	UNKNOWN
What does the Latin ante mortem mean ?	UNKNOWN
What does the name Shawn mean ?	UNKNOWN
Where is the Danube ?	UNKNOWN
What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?	WHO
What do you call a group of geese ?	WHAT
Who delivered his last newscast on March 6 , 1981 ?	WHO
How many times has `` Louie , Louie '' been recorded ?	UNKNOWN
How is Answers.com different from KnowPost.com ?	UNKNOWN
What is the longest place name in the U.S. ?	UNKNOWN
What percent liked Thatcher after she had been in power for a decade ?	UNKNOWN
Where does Buzz Aldrin want to build a permanent , manned space station ?	UNKNOWN
What was Mel Gibson 's first movie ?	WHAT
Why was the L.A. office of Shea and Gould closed ?	UNKNOWN
How do I start a bank ?	UNKNOWN
How do Ouija Boards work ?	UNKNOWN
What horse did Zorro ride ?	WHAT
How do you get a broken cork out of a bottle ?	UNKNOWN
Where can I find correct tabs for Third Eye Blind songs ?	UNKNOWN
How do you determine heating requirements for your home ?	UNKNOWN
What former major-league left-handed baseball pitcher was known as `` Space Man '' ?	WHO
Which hair care product told us `` hate that gray , wash it away '' ?	WHAT
Why did the chicken cross the road ?	UNKNOWN
What was Michelangelo 's last name ?	WHO
Who is Barbara Jordan ?	WHO
Who was the Democratic nominee in the American presidential election ?	WHO
What was Connecticut 's first constitution called ?	WHAT
What historical event happened in Dogtown in 1899 ?	WHAT
What is being done about the millennium bug ?	UNKNOWN
What was the claim to fame of King Camp Gillette ?	UNKNOWN
What is the most common kind of skin cancer in the U.S. ?	WHAT
What is Olestra ?	UNKNOWN
What Asian country has a bill of rights for cows ?	UNKNOWN
How many fingers are used to draw a bow ?	UNKNOWN
What are two plants that clothes are made from ?	WHAT
When was Hurricane Hugo ?	WHEN
What is the most heavily caffeinated soft drink ?	WHAT
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?	WHO
What was the price of Varian Associates ' vacuum products division ?	UNKNOWN
When was `` the Great Depression '' ?	WHEN
What language is mostly spoken in Brazil ?	WHAT
What college produced the most winning Super Bowl quarterbacks ?	WHO
How do you solve `` Rubik 's Cube '' ?	UNKNOWN
What is prepared mustard ?	UNKNOWN
What classical Spanish writer warned : `` All that glitters is not gold '' ?	WHO
What does `` antidisestablishmentarianism '' mean ?	UNKNOWN
What actor married John F. Kennedy 's sister ?	WHO
What does a topophobic actor suffer from ?	WHAT
Who fired Maria Ybarra from her position in San Diego council ?	WHO
The italian artist , Maurizio Pellegrin , is how old ?	UNKNOWN
What type of hunting are retrievers used for ?	WHAT
What is Colin Powell best known for ?	UNKNOWN
Who was the first black golfer to tee off in the Masters ?	WHO
What city is the setting for Puccini 's opera La Boheme ?	UNKNOWN
What U.S. President showed a fondness for munching on bee pollen bars ?	WHO
What is measured in curies ?	UNKNOWN
Whose cover is that of an employee of Universal Import and Export ?	WHO
What former president 's daughter has written a book titled Murder in the White House ?	WHO
What fictional character is known as the `` melancholy Dane '' ?	WHO
Italy is the largest producer of what ?	WHAT
What longtime game show host dropped dead while jogging in Central Park in 1984 ?	WHO
What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''	UNKNOWN
Who were the `` filthiest people alive ? ''	WHO
What infectious disease is the world 's deadliest ?	WHAT
What is Spumante ?	UNKNOWN
In what year did Ireland elect its first woman president ?	WHEN
What is an isthmus ?	UNKNOWN
What was the name of the orca that died of a fungal infection ?	WHAT
Where is Mozambique located ?	UNKNOWN
What is Mississippi 's state animal ?	WHAT
What 's the origin of the word ` news ' ?	UNKNOWN
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?	WHAT
How many months does a normal human pregnancy last ?	UNKNOWN
How do fuel injectors work ?	UNKNOWN
How can your school march in the Macy 's Thanksgiving Parade ?	UNKNOWN
What is the real name of disc jockey `` Wolfman Jack '' ?	WHO
What Italian liner was hijacked in 1985 ?	WHAT
What city houses the U.S. headquarters of Procter and Gamble ?	UNKNOWN
What soap was touted as being `` for people who like people '' ?	WHAT
How much was the minimum wage in 1991 ?	UNKNOWN
What does NAFTA stand for ?	WHAT
Who invented silly putty ?	WHO
What new middle school was built in Philadelphia , Pennsylvania last year ?	WHO
Who patented the first phonograph ?	WHO
What are some tips for building a fire in a fireplace ?	WHAT
What do manatees eat ?	WHAT
How do you say 2 in Latin ?	WHAT
What were popular songs and types of songs in the 1920s ?	WHAT
How many Vietnamese were there in the Soviet Union ?	UNKNOWN
What is November 's birthstone ?	WHAT
What is a Certified Nurse Midwife ?	UNKNOWN
On average , how many miles are there to the moon ?	UNKNOWN
Who created private detective Philip Marlowe ?	WHO
What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?	WHAT
What is the origin of the expression `` tout de suite '' ?	UNKNOWN
What is the longest English word ?	WHAT
What is the purpose of a car bra ?	UNKNOWN
What is D.B. Cooper known for ?	UNKNOWN
Who is Colin Powell ?	WHO
What species is a colt ?	WHAT
What is the full name of the PLO ?	WHAT
What is the smallest country in Africa ?	UNKNOWN
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?	WHO
What age followed the Bronze Age ?	WHAT
What is her profession ?	WHO
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?	WHO
What does the word LASER mean ?	WHAT
What does the name `` Anthony '' mean ?	UNKNOWN
Who was Lauren Bacall 's first husband ?	WHO
What is a rhomboideus minor ?	UNKNOWN
How many hands does Bjorn Borg use when hitting his forehand ?	UNKNOWN
How many people died on D-Day ?	UNKNOWN
What U.S. Congressman said : `` Keep the faith , baby '' .	WHO
Who created the character of Scrooge ?	WHO
What is the student population at the University of Massachusetts in Amherst ?	UNKNOWN
Where is Windsor Castle ?	UNKNOWN
When did the Dow first reach ?	WHEN
Why were people recruited for the Vietnam War ?	UNKNOWN
What party was Winston Churchill a member of ?	WHO
What American League baseball team 's worst finish between 1926 and 1964 was fourth ?	WHO
Where can I find the names of all the 15 Pokemon ?	UNKNOWN
What state does Martha Stewart live in ?	UNKNOWN
Which killer whale died at Sea World of a fungal infection ?	WHAT
What are the Benelux countries ?	UNKNOWN
Where 's the Petrified Forest ?	UNKNOWN
What is a language spoken by the Sioux ?	WHAT
Where is Tornado Alley ?	UNKNOWN
Who was the author of `` John Brown 's Body '' ?	WHO
What American poet wrote : `` Good fences make good neighbors '' ?	WHO
What state in the U.S. has the most blacks ?	UNKNOWN
Why are electric cars less efficient in the northeast than in California ?	UNKNOWN
What was the occupation of Mandy Rice-Davies ?	WHO
What is the city in which Maurizio Pellegrin lives called ?	UNKNOWN
Who painted the Sistine Chapel ?	WHO
Name the various costumed personas of Dr. Henry Pym .	WHO
What breed of dog was the `` Little Rascals '' dog ?	WHAT
What are the living conditions in Cuba ?	UNKNOWN
What color are school buses ?	WHAT
What is the oldest website on the Internet ?	UNKNOWN
What events happened January 26 , 1978 ?	WHAT
What explorers followed Columbus to the Americas ?	WHO
Who is actress Goldie Hawn 's current actor boyfriend ?	WHO
Who banned Peter Rose from baseball for betting on games ?	WHO
What are the seven virtues ?	UNKNOWN
What other name were the `` Little Rascals '' known as ?	WHAT
When was the San Francisco fire ?	WHEN
What is a fear of food ?	WHAT
How many casinos are in Atlantic City , NJ ?	UNKNOWN
What year did the Vietnam War end ?	WHEN
What are the names of Richard Nixon 's two daughters ?	WHO
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?	WHAT
What is the chromosome number of an elephant ?	UNKNOWN
What organization was founded by the Rev. Jerry Falwell ?	WHO
What 's the longest river in the world ?	UNKNOWN
Which soft drink does Madonna advertise for ?	WHAT
What company is being bought by Yahoo and how much is the deal worth ?	WHO
When was Berlin 's Brandenburg gate erected ?	WHEN
How many double-word-score spaces are there on a Scrabble Crossword Game board ?	UNKNOWN
What year did Germany sign its nonaggression pact with the Soviet Union ?	WHEN
What mountain range is traversed by the highest railroad in the world ?	UNKNOWN
Why were the American soldiers in WWI called `` Doughboys ''	UNKNOWN
Who was nicknamed The Little Corporal ?	WHO
How many CDs has Garth Brooks sold ?	UNKNOWN
Name the vessel used by the Atari Force in the DC comics .	WHAT
Where are the leading medical groups specializing in lung diseases ?	UNKNOWN
How can I find online spelling , and punctuation drills for my 6th grader ?	UNKNOWN
What 's the sacred river of India ?	UNKNOWN
What is Stefan Edberg 's native country ?	UNKNOWN
What is the only gland in humans that can regenerate itself ?	WHAT
How many Gutenberg Bibles are there ?	UNKNOWN
Name the largest country in South America .	UNKNOWN
What astronomical phenomenon takes place in Jan. 1999 ?	WHAT
What information can you get me on Fairground Park in St. Louis	UNKNOWN
What was American folk hero John Chapman 's nickname ?	WHO
What is the difference between a median and a mean ?	UNKNOWN
What was the top box office movie in April 1998 ?	WHAT
What makes thunder ?	UNKNOWN
What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?	WHO
Which is the largest clock , diameter wise , in Europe ?	WHAT
What plant is rum made from ?	WHAT
What country are Godiva chocolates from ?	UNKNOWN
Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?	WHO
Which condiment was once sold as a patent medicine ?	WHAT
What U.S. state records the least rainfall ?	UNKNOWN
Why did the world enter a global depression in 1929 ?	UNKNOWN
What was archy , and mehitabel ?	UNKNOWN
What Texas city got its name from the Spanish for `` yellow '' ?	UNKNOWN
What are the chemicals used in glowsticks ?	WHAT
What country did the Nile River originate in ?	UNKNOWN
What color are tennis balls ?	WHAT
What barroom judge called himself The Law West of the Pecos ?	WHO
What excuse did the NATO people give for hitting the Chinese embassy ?	UNKNOWN
Who was President of Costa Rica in 1994 ?	WHO
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?	WHAT
What country has the best defensive position in the board game Diplomacy ?	UNKNOWN
What two countries share the Khyber Pass ?	UNKNOWN
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?	WHO
What is the origin of the surname of Braun ?	UNKNOWN
What card game has variations called Canfield , Klondike and Spider ?	WHAT
What is Australia Day ?	UNKNOWN
What mammal of North America is the world 's longest-lived for its size ?	WHAT
What was the Chivington Massacre ?	UNKNOWN
What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?	WHO
How many home runs did Lou Gehrig have during his career ?	UNKNOWN
In what city is the headquarters of Sinn Fein ?	UNKNOWN
Where can I find information on George Bush ?	UNKNOWN
Who is the voice of Miss Piggy ?	WHO
What is the dialogue circle in cartoons called ?	WHAT
What does the word camaro mean , from the GM car the Camaro ?	UNKNOWN
Who replaced Bert Parks as the host of The Miss America Pageant ?	WHO
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?	UNKNOWN
What is the AIM-54C Phoenix ?	UNKNOWN
When are sheep shorn ?	WHEN
What sport is Chris Jogis a top player of ?	WHAT
What 's the second-largest island in the world ?	UNKNOWN
What is the definition of low island ?	UNKNOWN
What century does Captain Video live in ?	WHEN
What types of water pollution are there ?	WHAT
How many astronauts manned each Project Mercury flight ?	UNKNOWN
What soft drink would provide me with the biggest intake of caffeine ?	WHAT
What 's the name of a golf course in Myrtle Beach ?	WHAT
What are some of the significant historical events of the 1990s ?	WHAT
Name the only extant trilogy of classical Greek plays .	WHAT
Where is Logan Airport ?	UNKNOWN
What is the difference between Neoclassical art and Romanticism art ?	UNKNOWN
Who was the first person inducted into the U.S. Swimming Hall of Fame ?	WHO
What golfer has been called Ohio Fats and Blobbo ?	WHO
Who murdered Leno and Rosemary LaBianca on August 1	WHO
What is the average cost for four years of medical school ?	UNKNOWN
What does God create in the first sentence of the Bible ?	WHAT
Which of the following men was not married to Rita Hayworth ?	WHO
What is the current ticket fare from from Cairo to Barbados ?	UNKNOWN
What does NN O `` mean when used as a prefix in Irish surnames ?	WHAT
How do you find oxidation numbers ?	UNKNOWN
What is the state nickname of Mississippi ?	UNKNOWN
What is Black Hills , South Dakota most famous for ?	UNKNOWN
What 1966 boob tube bomb took astronauts back to prehistoric times ?	WHAT
How many students attend the University of Massachusetts ?	UNKNOWN
Who said , `` I shall return . '' during World War Two ?	WHO
What holidays are celebrated in Ireland ?	WHAT
Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?	WHO
What are the Greek numerals ?	UNKNOWN
What 's the name of the temple that is located near the capital city of Laos ?	UNKNOWN
What is a fear of sleep ?	WHAT
What auto race was Wilbur Reed the first to win three times ?	WHAT
What are the most common breeding birds in the U.S. ?	WHAT
What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?	WHAT
How do you look up criminal records on the Internet ?	UNKNOWN
Where is the actress , Marion Davies , buried ?	UNKNOWN
What is an example of an actual case of using the Fourteenth Amendment ?	UNKNOWN
Who was the Charlie perfume woman ?	WHO
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?	WHO
What was the name of the first Russian astronaut to do a spacewalk?	WHAT
Where is Belize located?	UNKNOWN
How much folic acid should an expectant mother get daily?	UNKNOWN
What type of bridge is the Golden Gate Bridge?	UNKNOWN
What is the population of the Bahamas?	UNKNOWN
How far away is the moon?	UNKNOWN
What is Francis Scott Key best known for?	UNKNOWN
What state has the most Indians?	WHAT
Who invented the paper clip?	WHO
How many dogs pull a sled in the Iditarod?	UNKNOWN
Where did bocci originate?	WHAT
Who invented the electric guitar?	WHO
Name a flying mammal.	WHAT
How many hexagons are on a soccer ball?	UNKNOWN
Who is the leader of India?	WHO
What is the primary language of the Philippines?	WHAT
What is the habitat of the chickadee?	WHAT
Who was Whitcomb Judson?	UNKNOWN
What is the population of Japan?	UNKNOWN
Who is the prime minister of Australia?	WHO
Who killed Martin Luther King?	WHO
Who is Anubis?	UNKNOWN
Where's Montenegro?	UNKNOWN
What does laser stand for?	WHAT
Who is the Greek God of the Sea?	WHO
Where does dew come from?	UNKNOWN
What is platinum?	UNKNOWN
Who is the fastest swimmer in the world?	WHO
When did the vesuvius last erupt?	WHEN
Who was the president of Vichy France?	WHO
Who invented television?	WHO
Who made the first airplane?	WHO
Who made the first airplane that could fly?	WHO
How many astronauts have been on the moon?	UNKNOWN
Who is Coronado?	UNKNOWN
Who is Barbara Jordan?	UNKNOWN
How many years ago did the ship Titanic sink?	WHEN
What is a caldera?	UNKNOWN
What was the name of the famous battle in 1836 between Texas and Mexico?	WHAT
Where did the ukulele originate?	UNKNOWN
Who invented baseball?	WHO
Where can you find the Venus flytrap?	UNKNOWN
What did Vasco da Gama discover?	WHAT
What is the largest snake in the world?	WHAT
Where is the Valley of the Kings?	UNKNOWN
Where did the Maya people live?	UNKNOWN
How many people live in Chile?	UNKNOWN
When was the first flush toilet invented?	WHEN
Who is William Wordsworth?	UNKNOWN
What is California's state bird?	WHAT
Who thought of teaching people to tie their shoe laces?	UNKNOWN
Who is buried in the great pyramid of Giza?	WHO
What do penguins eat?	UNKNOWN
Where do lobsters like to live?	UNKNOWN
What are birds descendents of?	WHAT
What does NAFTA stand for?	WHAT
What company sells the most greeting cards?	WHAT
What is the name of the longest ruling dynasty of Japan?	WHAT
When was Babe Ruth born?	WHEN
Who wrote the Farmer's Almanac?	WHO
What's the farthest planet from the sun?	WHAT
Where was Pythagoras born?	UNKNOWN
What is the name for clouds that produce rain?	WHAT
Who killed Caesar?	WHO
Who was Picasso?	UNKNOWN
Where is the Orinoco?	UNKNOWN
How tall is the giraffe?	UNKNOWN
Where are there aborigines?	UNKNOWN
Who was the first U.S. president ever to resign?	WHO
Who invented the game Scrabble?	WHO
About how many soldiers died in World War II?	UNKNOWN
How much money does the Sultan of Brunei have?	UNKNOWN
How large is Missouri's population?	UNKNOWN
What was the death toll at the eruption of Mount Pinatubo?	UNKNOWN
Who was Lacan?	UNKNOWN
What's the tallest building in New York City?	WHAT
When did Geraldine Ferraro run for vice president?	WHEN
What do ladybugs eat?	UNKNOWN
Where is Ayer's rock?	UNKNOWN
What is the life expectancy of an elephant?	UNKNOWN
When was the first railroad from the east coast to the west coast completed?	WHEN
What is the nickname of Pennsylvania?	WHAT
Who is Desmond Tutu?	UNKNOWN
How fast can a Corvette go?	UNKNOWN
What are John C. Calhoun and Henry Clay known as?	UNKNOWN
When was Hurricane Hugo?	WHEN
When did the Carolingian period begin?	WHEN
How big is Australia?	UNKNOWN
Who found Hawaii?	WHO
Who is the richest person in the world?	WHO
How many films did Ingmar Bergman make?	UNKNOWN
What is the federal minimum wage?	UNKNOWN
What did brontosauruses eat?	WHAT
What is California's state tree?	WHAT
How many types of lemurs are there?	UNKNOWN
What is leukemia?	UNKNOWN
Who was the first coach of the Cleveland Browns?	WHO
How many people die from snakebite poisoning in the U.S. per year?	UNKNOWN
Who is the prophet of the religion of Islam?	WHO
Where is Tornado Alley?	UNKNOWN
What is molybdenum?	UNKNOWN
Where do hyenas live?	UNKNOWN
Who is Peter Weir?	UNKNOWN
How many home runs did Babe Ruth hit in his lifetime?	UNKNOWN
Who was Buffalo Bill?	UNKNOWN
Where is the bridge over the river Kwai?	UNKNOWN
How many Superbowls have the 49ers won?	UNKNOWN
Who was the architect of Central Park?	WHO
Who invented paper?	WHO
Why can't ostriches fly?	UNKNOWN
Name a tiger that is extinct?	WHAT
Where is Guam?	UNKNOWN
Where did Bill Gates go to college?	UNKNOWN
How many continents are there?	UNKNOWN
Where is Romania located?	UNKNOWN
When was the De Beers company founded?	WHEN
Who was the first king of England?	WHO
Who is the richest woman in the world?	WHO
What is California's capital?	UNKNOWN
What is the size of Argentina?	UNKNOWN
What do manatees eat?	WHAT
When was the San Francisco fire?	WHEN
What was the man's name who was killed in a duel with Aaron Burr?	WHAT
What is the population of Mexico?	UNKNOWN
When was the slinky invented?	WHEN
How hot is the core of the earth?	UNKNOWN
How long would it take to get from Earth to Mars?	UNKNOWN
What is the name of the second space shuttle?	WHAT
How old is the sun?	WHEN
What is the wingspan of a condor?	WHEN
When was Microsoft established?	WHEN
What's the average salary of a professional baseball player?	UNKNOWN
Who invented basketball?	WHO
What was the ball game of ancient Mayans called?	WHAT
Who is Zebulon Pike?	UNKNOWN
How wide is the Atlantic Ocean?	UNKNOWN
What effect does a prism have on light?	UNKNOWN
What's the longest river in the world?	WHAT
Who was considered to be the father of psychology?	WHO
